,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
0,22,6.85696E+18,,0,蓝盈莹我来了,0,7
1,22,6.8566E+18,,0,李斯丹妮有木有在看呀,0,7
2,22,6.85664E+18,气场强大,3,承包金晨！,0,6
3,22,6.85714E+18,,0,这里是不是《歌手》？,0,1
4,22,6.85661E+18,,0,来了来了，万茜万茜,0,4
5,22,6.86218E+18,,0,袁咏琳我好喜欢呀,0,
6,22,6.8566E+18,,0,李斯丹妮我来啦！！！！！！！！！！！！,1000,23
7,22,6.8566E+18,,0,火速赶来看?,1000,10
8,22,6.8566E+18,,0,第一！！！！！,1000,2
9,22,6.85691E+18,跟班小弟,3,啊啊，我来了,1000,1
10,22,6.85691E+18,,0,姐姐加油,1000,1
11,22,6.85682E+18,,0,糖糖我喜欢你,1159,
12,22,6.8566E+18,,0,郁可唯我来了,2000,9
13,22,6.8566E+18,,0,万茜,2922,36
14,22,6.85673E+18,,0,姐姐加油,2952,7
15,22,6.85737E+18,,0,来了来了,2549,1
16,22,6.85928E+18,,0,来啦来啦,2068,
17,22,6.85714E+18,,0,来了,2000,1
18,22,6.8566E+18,,0,啊啊啊，万崽崽,3921,24
19,22,6.8566E+18,,0,第一,3000,10
20,22,6.85735E+18,,0,来了！,3000,4
21,22,6.85822E+18,,0,咋样有惊喜么,3000,1
22,22,6.8566E+18,,0,第一,3098,9
23,22,6.85679E+18,,0,的cafe嗯,3000,1
24,22,6.85704E+18,,0,喜欢张雨绮,4010,6
25,22,6.85669E+18,浪花崽,3,打卡,4085,6
26,22,6.85716E+18,,0,加油?,4000,3
27,22,6.8566E+18,,0,第一,4000,4
28,22,6.8569E+18,,0,打卡来了,4000,3
29,22,6.86032E+18,,0,姐姐加油,4101,1
30,22,6.8566E+18,,0,来了，四蛋冲冲冲,5432,19
31,22,6.8566E+18,,0,静姐我来了,5904,16
32,22,6.8566E+18,,0,霏霏我来啦,5000,10
33,22,6.85693E+18,,0,打卡啦,5332,3
34,22,6.85731E+18,,0,打卡来了,5044,2
35,22,6.8567E+18,,0,就江湖救急,5028,2
36,22,6.8566E+18,,0,第一来看李斯丹妮,6000,10
37,22,6.8566E+18,,0,郑希怡,6000,11
38,22,6.8568E+18,,0,喜欢含韵,6199,7
39,22,6.8566E+18,,0,加油第一,6836,4
40,22,6.8567E+18,,0,张含韵我来了,6959,3
41,22,6.85737E+18,,0,炒粉干回家看看,6238,
42,22,6.8566E+18,,0,张含韵冲压,7990,17
43,22,6.857E+18,,0,大合照唯独没有蓝莹盈，为什么,7000,4
44,22,6.8566E+18,,0,期待wuli万崽,7150,15
45,22,6.8566E+18,,0,四蛋！！,7000,16
46,22,6.85671E+18,,0,盈盈我来了,7000,3
47,22,6.85661E+18,实力唱将,3,张含韵我来了！,7920,2
48,22,6.85661E+18,浪花崽,3,小李本i?来啦,8129,12
49,22,6.8566E+18,,0,郑希怡我来啦,8029,12
50,22,6.8566E+18,,0,鄭希怡加油！,8000,7
51,22,6.857E+18,,0,张雨绮冲冲冲,8933,6
52,22,6.8569E+18,,0,姐姐们都很棒，很奥力给！,8000,3
53,22,6.85807E+18,,0,我都没看什么乘风破浪的姐姐  只为蜜桃而来,8030,
54,22,6.8566E+18,,0,静静我来啦,9540,12
55,22,6.85713E+18,听姐姐的,3,吴昕吴昕,9995,3
56,22,6.85954E+18,,0,都很喜欢,9246,1
57,22,6.8608E+18,,0,啊啊啊吧啊真棒,9935,
58,22,6.85698E+18,,0,来了,9365,1
59,22,6.85807E+18,,0,发反反复复,9000,
60,22,6.8566E+18,,0,来看黄龄！这期能多点镜头不,10000,7
61,22,6.85791E+18,,0,李斯丹妮冲鸭！,10009,1
62,22,6.8566E+18,,0,来看李斯,10393,5
63,22,6.85698E+18,,0,啊啊啊啊，来了来了,10748,1
64,22,6.85817E+18,,0,喜欢姐姐们,10007,
65,22,6.8566E+18,,0,第一,10108,1
66,22,6.8566E+18,,0,金晨金晨,11000,13
67,22,6.8566E+18,,0,茜茜子我来啦,11728,12
68,22,6.85672E+18,,0,来看霏霏的单口相声了,11000,3
69,22,6.85662E+18,浪花崽,3,来看茜茜,11064,10
70,22,6.85692E+18,,0,静静子，加油,11081,2
71,22,6.85734E+18,,0,韵韵子。。冲鸭！！,11000,
72,22,6.8566E+18,,0,第一！蛋蛋我来了,12000,7
73,22,6.85661E+18,太后驾到,3,来了啦咯啦咯啦咯啦啦啦啦啦啦啦啦,12579,4
74,22,6.85697E+18,,0,茜茜子我来了！！！,12486,1
75,22,6.86084E+18,,0,来了来了,12000,
76,22,6.85685E+18,,0,厉害了,12153,1
77,22,6.85713E+18,,0,来了来了,12872,
78,22,6.85824E+18,,0,昕昕，加油！永远支持你！！！！！！！！,13357,1
79,22,6.8566E+18,,0,张雨绮我爱你,13055,13
80,22,6.8566E+18,,0,来了第一个哈哈哈我的霏霏子,13065,4
81,22,6.8566E+18,,0,最爱新衣组,13000,9
82,22,6.85696E+18,,0,万茜万茜李斯丹妮,13569,2
