,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
0,12,6.8475E+18,,0,喜欢宁静，张雨绮，万茜,0,5
1,12,6.84658E+18,,0,李斯丹妮！,0,13
2,12,6.84726E+18,,0,王丽坤我来啦！！！！,0,3
3,12,6.84689E+18,,0,七个人的时候的感觉和现在三个人完全不一样,0,3
4,12,6.84966E+18,,0,太爱了，两个人搞个组合，喜欢实力派,0,
5,12,6.84658E+18,,0,这期有点短诶,0,3
6,12,6.84658E+18,,0,我是胖头鱼，你是什么鱼呀,1886,9
7,12,6.84845E+18,,0,王霏霏，加油加油加油,1501,5
8,12,6.84711E+18,,0,万茜我来啦！,1832,4
9,12,6.8541E+18,,0,多肉葡萄打卡,1674,2
10,12,6.84885E+18,,0,来了来啦,1000,
11,12,6.84658E+18,,0,准时报到,1000,1
12,12,6.84678E+18,,0,李斯丹妮我来啦！！！！！！四蛋加油，你是最棒的！！！！！！,2000,9
13,12,6.84658E+18,,0,来了,2963,3
14,12,6.84658E+18,,0,第一第一,2979,3
15,12,6.84658E+18,,0,没上70不开心,2000,2
16,12,6.84728E+18,,0,打卡完成,2000,
17,12,6.84668E+18,,0,打卡,2000,1
18,12,6.84658E+18,,0,每日一问:今天金晨镜头能多些了嘛？,3706,42
19,12,6.84658E+18,,0,万万我来了,3843,16
20,12,6.8466E+18,跟班小弟,3,霏霏霏霏来啦,3000,11
21,12,6.84658E+18,,0,不够看啊，才六十五分钟,3457,7
22,12,6.84758E+18,,0,太喜欢这些姐姐们了，每个都有自己的特色,3000,2
23,12,6.84658E+18,,0,我是第一！超准时,3000,7
24,12,6.84728E+18,,0,喜欢宁静和张雨绮,4756,21
25,12,6.84664E+18,浪花崽,3,李斯丹妮我来啦！,4000,12
26,12,6.84658E+18,,0,来了！！！,4995,2
27,12,6.84703E+18,,0,来了            来了      他来了,4915,2
28,12,6.84658E+18,,0,茜茜茜茜我来了,4000,8
29,12,6.84658E+18,,0,第一呀,4917,4
30,12,6.84852E+18,,0,李四蛋我来啦,5942,5
31,12,6.84747E+18,,0,吴昕，加油,5883,1
32,12,6.84689E+18,,0,冰冰子,5246,3
33,12,6.84658E+18,浪花崽,3,第一,5271,3
34,12,6.84708E+18,,0,啦啦啦来了,5950,1
35,12,6.84658E+18,,0,孟佳给我冲！！！,6779,20
36,12,6.84859E+18,,0,四蛋俺来了！！！,6677,10
37,12,6.84692E+18,,0,来了来了,6997,3
38,12,6.84658E+18,,0,来看茜茜和莎莎了,6000,3
39,12,6.84658E+18,,0,这么长，爱了爱了,6343,2
40,12,6.84764E+18,,0,哈哈哈，我来了,6000,
41,12,6.84658E+18,气场强大,3,琦琦子我来啦,7960,8
