,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
0,6,6.84191E+18,,0,朱婧汐好人有好报，这组hao?he?xie,0,3
1,6,6.84858E+18,,0,啊 希望块30的小姐姐都越来越好,0,2
2,6,6.84656E+18,,0,我又来了大碗组,931,2
3,6,6.84243E+18,,0,这组蓝盈盈黄龄白冰，蓝黄白呀哈哈?????,0,2
4,6,6.85623E+18,,0,还可以吧哈哈哈哈,896,
5,6,6.84932E+18,,0,静姐你不要这么直哈哈哈哈哈哈哈哈哈哈哈,0,
6,6,6.84378E+18,,0,朱婧汐挺有才华的,1000,3
7,6,6.84363E+18,,0,朱婧汐好好呀，为啥要被淘汰……,1000,3
8,6,6.84145E+18,,0,来了来了,1000,3
9,6,6.8414E+18,,0,哇哦,1000,3
10,6,6.84622E+18,,0,期待,1000,
11,6,6.84139E+18,,0,来了,1977,3
12,6,6.84292E+18,,0,为了姐姐们开通了会员。,2962,10
13,6,6.84139E+18,,0,姐姐们我来了,2979,7
14,6,6.84159E+18,拎包妹,3,霏霏霏霏来啦,2000,6
15,6,6.84143E+18,听姐姐的,3,来了来了,2856,5
16,6,6.8475E+18,,0,阿瓜同学，是不是又在看,2995,1
17,6,6.84139E+18,,0,打卡,2932,4
18,6,6.84139E+18,,0,来了龄龄加油,3000,17
19,6,6.8414E+18,最强舞担,3,来看看金晨,3881,12
20,6,6.84156E+18,,0,想看公演啦啊啊啊啊,3000,6
21,6,6.84139E+18,,0,我来了！！！万茜加油！,3000,9
22,6,6.84139E+18,,0,第一,3000,12
23,6,6.84653E+18,,0,张雨绮。 雨绮,3000,
24,6,6.84213E+18,,0,看我刷到了什么！！,4890,6
25,6,6.84139E+18,,0,姐姐们我来啦,4000,6
26,6,6.85005E+18,,0,喜欢万茜，吴昕，梦晨，宁静,4000,1
27,6,6.84231E+18,,0,来了来了,4805,4
28,6,6.84168E+18,,0,打卡,4722,5
29,6,6.84184E+18,,0,还好开了会员,4000,1
30,6,6.8415E+18,,0,时常感人,5896,10
31,6,6.84245E+18,,0,我特备为了这集充值的,5121,6
32,6,6.84139E+18,,0,时长我喜欢,5000,8
33,6,6.84434E+18,,0,宁静，我想嫁给你,5069,3
34,6,6.84228E+18,,0,姐姐们         加油,5903,2
35,6,6.84139E+18,,0,来了你们还没来吧,5952,3
36,6,6.84222E+18,,0,咋有个加长版第二期还有个第二期加长版,6944,6
37,6,6.84139E+18,气场强大,3,来啦，来看晨,6245,8
38,6,6.84921E+18,,0,爱万茜万茜万茜,6173,5
39,6,6.8414E+18,说唱bro,3,来了 来了,6304,3
40,6,6.84397E+18,,0,姐姐们冲冲冲,6265,
41,6,6.84139E+18,,0,有人吗,6846,3
42,6,6.84211E+18,,0,看我刷出了什么,7387,3
43,6,6.84139E+18,,0,吴昕，我来了,7906,19
44,6,6.84188E+18,听姐姐的,3,姐姐冲鸭,7399,3
45,6,6.86049E+18,,0,我学校就在拍摄场地旁边，在宿舍楼经常可以看到他们。,7156,1
46,6,6.8415E+18,,0,打鸡血,7000,2
47,6,6.84139E+18,,0,我是第一个吗,7644,1
48,6,6.84153E+18,,0,要是有戚薇就好看了,8000,8
49,6,6.84293E+18,,0,会员的快乐是这样的吗？开心,8415,2
50,6,6.84143E+18,浪花崽,3,姐姐们冲鸭,8000,7
51,6,6.84175E+18,,0,好火的节目。,8075,5
52,6,6.8421E+18,,0,是什么让我们在这里相遇,8266,1
53,6,6.84281E+18,,0,为姐姐们开会员,8216,
54,6,6.84231E+18,听姐姐的,3,都是会员 说话豪横点,9917,6
55,6,6.84139E+18,,0,我是第一个耶,9954,5
56,6,6.8427E+18,,0,伊能静好厉害,9000,1
57,6,6.84143E+18,浪花崽,3,姐姐们,9286,4
58,6,6.8425E+18,,0,酷毙了来了,9004,1
59,6,6.84139E+18,,0,没人 提前更了呀,9000,1
60,6,6.8415E+18,,0,太给力了芒果奥利,10797,11
61,6,6.8429E+18,,0,为了姐姐们开了个会员,10077,7
62,6,6.84139E+18,,0,来啦来啦来看李四蛋,10837,7
63,6,6.84767E+18,,0,郑希怡姐姐我来了,10000,1
64,6,6.84139E+18,,0,霞霞子,10791,4
65,6,6.84322E+18,,0,来了姐姐们,10197,1
66,6,6.84139E+18,实力唱将,3,来了来了，期待韵韵子,11757,12
67,6,6.84211E+18,,0,芒果会员守护昕昕哈哈哈,11964,2
68,6,6.84139E+18,,0,我第一,11871,4
69,6,6.84139E+18,,0,第二第二好啦,11000,3
70,6,6.85815E+18,,0,佳佳爱你?爱你?,11932,1
71,6,6.85043E+18,,0,还是开了会员，艾玛真香,11114,1
72,6,6.8419E+18,,0,人生第一次充会员,12163,10
73,6,6.84152E+18,,0,佳佳子我来啦啦啦啦啦啦,12694,8
74,6,6.84282E+18,,0,选择黄教主来主持是对的，也就他能镇住这些人,12564,4
75,6,6.84139E+18,,0,咋天天更 没有固定时间吗,12000,5
76,6,6.84812E+18,,0,来了来了 围观 各位姐姐 ,12647,
77,6,6.84213E+18,,0,哈哈哈哈哈啊哈哈哈,12000,1
78,6,6.84148E+18,,0,来看含韵的,13948,14
79,6,6.84266E+18,,0,表白张雨绮,13000,6
80,6,6.84217E+18,,0,没人？,13258,1
81,6,6.84285E+18,,0,"终于在Q音找到这首歌了！好好听啊	
",13347,1
82,6,6.84179E+18,,0,对啊，每天一点儿小花絮，多好啊,13000,4
83,6,6.84523E+18,,0,静静宝贝冲鸭,13000,
84,6,6.84191E+18,,0,随心情更新吗这节目,14999,19
85,6,6.84259E+18,,0,为了乘风破浪开大会员?,14396,8
86,6,6.8531E+18,,0,我是会员了，我我一晚上追完7期节目,14605,
87,6,6.84139E+18,,0,姐姐们我来了,14431,6
88,6,6.8417E+18,,0,你们是69分钟吗？,14993,4
89,6,6.84663E+18,,0,姐姐们加油＾０＾~,14328,1
90,6,6.84173E+18,,0,留下花钱的痕迹,15586,9
91,6,6.84187E+18,太后驾到,3,来啦来啦,15975,4
92,6,6.84331E+18,,0,超级喜欢看她们在宿舍,15151,1
93,6,6.84139E+18,,0,绮绮子,15541,6
94,6,6.84139E+18,,0,来了来了，没人吗？,15989,4
95,6,6.84224E+18,,0,我是第一个吗？,15696,1
96,6,6.8417E+18,,0,？？更新啦？也太随缘了吧，不打开芒果tv都不知道,16169,17
97,6,6.84139E+18,,0,万茜我来了,16878,24
98,6,6.84139E+18,,0,23号11点58分,16497,4
99,6,6.84293E+18,,0,为了姐姐们 小明操碎了心，,16000,2
100,6,6.84139E+18,,0,噜啦啦啦啦啦,16000,3
101,6,6.85633E+18,,0,都是vip，姐妹们给我嚣张点,16535,1
102,6,6.84171E+18,,0,啊啊啊啊啊毫无征兆的更新,17844,4
103,6,6.84246E+18,,0,那个张萌最后好不服气啊,17000,1
104,6,6.84193E+18,,0,有区别吗,17205,2
105,6,6.85169E+18,,0,徐怀钰我等你,17918,
106,6,6.84989E+18,,0,为姐姐打call,17238,
107,6,6.84378E+18,,0,勹2??1??一个,17000,
108,6,6.84217E+18,,0,第一,18368,1
109,6,6.84139E+18,,0,金晨我来了,18419,25
110,6,6.84139E+18,,0,拿出会员的优越感哈哈哈,18586,23
111,6,6.84139E+18,,0,郑希怡我来了,18640,14
112,6,6.84171E+18,,0,这加更就离谱,18783,5
113,6,6.84154E+18,,0,竟然还有更新   看！开心！！！！,18929,
114,6,6.84257E+18,,0,为了姐姐们充的会员……,19078,5
115,6,6.84158E+18,太后驾到,3,来了来了,19985,4
116,6,6.84153E+18,,0,金晨我来了！,19000,3
117,6,6.84267E+18,,0,充了会员心疼啊，唉,19043,1
118,6,6.84139E+18,,0,期待阿朵,19000,3
119,6,6.84223E+18,,0,来咯，静姐加油,19000,1
120,6,6.84247E+18,,0,留下花钱的痕迹,20000,16
121,6,6.84139E+18,,0,张含韵小姐姐冲啊,20130,28
122,6,6.84293E+18,,0,宁静姐姐冲!!!!,20070,7
123,6,6.84161E+18,,0,来了来了来了来了。?,20704,3
124,6,6.84139E+18,,0,万茜妈妈来啦,20923,6
125,6,6.84139E+18,,0,开心，第一个，看姐姐们喽,20315,2
126,6,6.84159E+18,,0,希望没有重复内容,21658,38
127,6,6.84172E+18,,0,期待了一个星期了,21527,6
128,6,6.84266E+18,,0,金莎小姐姐,21106,1
129,6,6.84331E+18,,0,是会员让我们在这里相遇，,21000,
130,6,6.84139E+18,,0,来了来了,21166,2
131,6,6.84252E+18,,0,咋那么短跳舞那期,21818,1
132,6,6.84139E+18,,0,多给昕姐一些镜头吧,22352,28
133,6,6.84139E+18,,0,这个时长，爱了爱了,22593,16
134,6,6.8566E+18,,0,好喜欢姐姐们在宿舍的时候,22210,
135,6,6.84173E+18,,0,张含韵超美,22309,14
136,6,6.8422E+18,,0,吴昕给我冲,22180,11
137,6,6.84588E+18,,0,加油(? ??_??)?,22289,
138,6,6.84141E+18,实力唱将,3,郁可唯冲鸭,23479,5
139,6,6.8415E+18,,0,茜茜子我来了,23000,4
140,6,6.84411E+18,,0,加油姐姐们，加油晓明,23850,1
141,6,6.84139E+18,,0,悄悄的就播了 哈哈,23000,3
142,6,6.8439E+18,,0,很喜欢这些姐姐 期待 ,23000,1
143,6,6.85262E+18,,0,为了姐姐们充会员，冲鸭啊啊啊啊啊啊,23899,
144,6,6.84139E+18,,0,姐姐们干啥我都想看,24000,18
145,6,6.84139E+18,,0,王丽坤，万茜我来了，,24623,10
146,6,6.84139E+18,,0,vip的寂寞,24213,14
147,6,6.84257E+18,,0,两天没来看有惊喜啊啊啊,24546,3
148,6,6.84149E+18,,0,这进度条可以可以,24983,8
149,6,6.84183E+18,,0,姐姐～(￣▽￣～)~们的夜生活，哈哈哈?,24056,2
150,6,6.84158E+18,太后驾到,3,排面走起6月24日凌晨00：36分，我来啦,25000,6
151,6,6.84218E+18,,0,日后直接放加长版吧,25000,3
152,6,6.84208E+18,,0,金晨给我冲,25000,3
153,6,6.85005E+18,,0,啊啊啊啊啊啊啊啊啊啊啊啊啊，姐姐们，我来啦,25258,
154,6,6.84878E+18,,0,蓝盈莹我pick你！！！！！！！,25607,
155,6,6.84139E+18,,0,来了,25972,3
156,6,6.84139E+18,,0,郑希怡我来了?,26000,5
157,6,6.8418E+18,,0,昨天是70分钟的,26586,3
158,6,6.84139E+18,,0,龄龄子加油,26000,5
159,6,6.8417E+18,,0,花钱了就是不一样,26000,3
160,6,6.84296E+18,,0,下一期淘汰了六个,26002,
161,6,6.84237E+18,,0,万世贤，金艾莉和后面的海品如?,26820,
162,6,6.84244E+18,,0,专门充了会员,27440,4
163,6,6.84139E+18,,0,没人吗……,27814,4
164,6,6.84357E+18,,0,绮绮子冲鸭,27000,2
165,6,6.84139E+18,,0,第一！！！,27188,4
166,6,6.84601E+18,,0,在座的各位都是vip,27093,
167,6,6.84151E+18,,0,郁可唯我来啦！！！,27683,2
168,6,6.84213E+18,,0,都是会员说话嚣张点,28671,7
169,6,6.84248E+18,,0,下车了 宝宝们,28000,2
170,6,6.84224E+18,,0,全部都好有钱啊！都充了,28000,1
171,6,6.84153E+18,,0,会员费芒果也赚了很多～为了姐姐冲啊,28000,1
172,6,6.84285E+18,,0,会员体验卡照样大摇大摆的进来了,28980,
173,6,6.84139E+18,,0,12点准时来了,28918,1
174,6,6.84228E+18,,0,茜茜子我来啦,29247,4
175,6,6.84139E+18,,0,啊啊啊今天还有！开心开心,29564,2
176,6,6.84189E+18,,0,琦琦子冲鸭,29879,1
177,6,6.84153E+18,浪花崽,3,太爱这节目了,29000,1
178,6,6.84494E+18,,0,为了看你们特意充了一年会员,29000,
179,6,6.84139E+18,,0,来了,29000,1
180,6,6.84152E+18,,0,我冲的会员总算是有一点用处了hhhhhh,30560,5
181,6,6.84139E+18,,0,会员嚣张点,30356,10
182,6,6.84262E+18,,0,留下我花钱的痕迹,30712,4
183,6,6.84288E+18,,0,专门开了会员，第一次,30000,3
184,6,6.84139E+18,,0,来了，每天中午看一下就是有惊喜,30048,2
185,6,6.84179E+18,,0,姐姐们我来了,30988,1
186,6,6.84177E+18,浪花崽,3,好喜欢万茜啊啊啊啊,31963,11
187,6,6.84146E+18,说唱bro,3,有重复的东西吗,31000,5
188,6,6.8423E+18,,0,孟佳郑希怡冲啊,31089,2
189,6,6.85382E+18,,0,好喜欢他们的状态  羡慕  活出自己,31000,
190,6,6.84187E+18,,0,含含子我来了,31157,2
191,6,6.84957E+18,听姐姐的,3,为了姐姐 充了会员啦,31000,
192,6,6.84187E+18,,0,昕昕子冲啊,32000,9
193,6,6.84177E+18,,0,李斯丹妮,32411,4
194,6,6.84168E+18,,0,好长,32473,2
195,6,6.8421E+18,,0,宁静姐姐加油,32159,2
196,6,6.84152E+18,,0,来看姐姐们晚上聊什么,32966,3
197,6,6.84141E+18,,0,万茜万茜！,32632,4
198,6,6.84179E+18,,0,开心,33118,2
199,6,6.84151E+18,,0,万茜来了来了,33321,2
200,6,6.8482E+18,,0,所以姐姐们的平均年纪是37吗,33000,
201,6,6.84142E+18,,0,万茜你你你,33117,2
202,6,6.8414E+18,,0,哇，又更了，爽,33047,2
203,6,6.8448E+18,,0,为了这节目开了会员！！,33000,
204,6,6.84149E+18,,0,这综艺更新也太情绪化了吧,34968,20
205,6,6.84139E+18,,0,希望阿朵姐姐镜头多点,34122,15
206,6,6.85213E+18,,0,我好喜欢茜茜子，加油加油加油,34992,
207,6,6.84213E+18,,0,袁咏琳好贴心,34921,10
208,6,6.84253E+18,,0,留下vip的痕迹,34130,6
209,6,6.84415E+18,,0,看点里面我们金莎小姐姐的莎打错了啊！！！,34000,
210,6,6.84139E+18,,0,海陆小憨憨冲,35000,3
211,6,6.84152E+18,,0,我发出了有钱的声音！！,35042,2
212,6,6.84187E+18,,0,张雨绮小姐姐万茜小姐姐！好喜欢,35000,1
213,6,6.84139E+18,,0,黄龄冲,35000,3
214,6,6.84176E+18,,0,??我是前排?,35343,1
215,6,6.84435E+18,,0,这个背景音乐是什么,35534,
216,6,6.84139E+18,,0,白冰冲冲冲,36348,12
217,6,6.84139E+18,,0,静姐我来了,36000,5
218,6,6.84381E+18,,0,留下花钱的痕迹,36898,2
219,6,6.84153E+18,,0,海陆我来啦,36000,4
220,6,6.84252E+18,,0,李斯丹妮啊啊啊！,36000,2
221,6,6.84325E+18,,0,我有点不知道自己看了哪里了,36000,1
