,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
0,24,6.85881E+18,,0,新裤子乐队是什么啊，都不认识好吗。,0,5
1,24,6.85871E+18,,0,请他们是因为便宜吗,0,18
2,24,6.85809E+18,浪花崽,3,蓝盈莹我来了,987,21
3,24,6.85811E+18,最强舞担,3,晨晨子 妈妈来了！！加油！,823,5
4,24,6.85859E+18,,0,张雨绮团第二场最棒！！！,0,1
5,24,6.85844E+18,,0,真的棒！！！,0,2
6,24,6.85809E+18,,0,李斯丹妮我来啦！！！！,1000,12
7,24,6.8581E+18,实力唱将,3,含韵我来了！,1925,10
8,24,6.85809E+18,,0,小雨小雨我来了,1000,5
9,24,6.85852E+18,,0,支持黄龄,1000,3
10,24,6.85977E+18,,0,啦啦啦咯哦,1000,
11,24,6.85809E+18,,0,来了来了,1000,2
12,24,6.85812E+18,气场强大,3,李斯丹妮走花路！！！,2934,13
13,24,6.85809E+18,,0,第一名！！！,2958,7
14,24,6.85809E+18,听姐姐的,3,第一,2786,6
15,24,6.85827E+18,,0,好看的,2989,3
16,24,6.85897E+18,,0,来了来了,2906,2
17,24,6.8597E+18,,0,万茜加油,2000,1
18,24,6.85819E+18,,0,金晨给我冲！,3000,12
19,24,6.85809E+18,,0,第一,3000,12
20,24,6.85809E+18,浪花崽,3,我来了啊啊啊啊,3978,11
21,24,6.85855E+18,,0,来了来了 如期守候姐姐们????,3000,3
22,24,6.85809E+18,,0,第一,3000,12
23,24,6.85844E+18,,0,打卡打卡,3912,4
24,24,6.85809E+18,太后驾到,3,宁静宁静宁静！,4189,19
25,24,6.85809E+18,听姐姐的,3,来啦 静静姐,4000,6
26,24,6.86006E+18,,0,李斯丹妮冲鸭！,4000,
27,24,6.85809E+18,拎包妹,3,来了来了,4000,5
28,24,6.85829E+18,,0,好看,4856,4
29,24,6.85974E+18,,0,张含韵加油呀,4000,
30,24,6.85809E+18,,0,来了来了第一第一,5935,5
31,24,6.85842E+18,,0,打卡完成,5000,3
32,24,6.85809E+18,气场强大,3,来迟啦,5179,4
33,24,6.85809E+18,,0,来了来了,5987,3
34,24,6.85859E+18,,0,来了来了,5324,1
35,24,6.85809E+18,,0,这么准时,5000,3
36,24,6.85809E+18,,0,王霏霏我来了,6076,12
37,24,6.8581E+18,浪花崽,3,周末日常签到~,6567,8
38,24,6.8582E+18,,0,来了来了,6089,3
39,24,6.86032E+18,,0,万茜加油,6142,2
40,24,6.85999E+18,,0,停尸房吗？,6007,
41,24,6.8581E+18,跟班小弟,3,来了来了,6000,1
42,24,6.85809E+18,听姐姐的,3,蓝盈莹冲冲冲,7851,15
43,24,6.85809E+18,浪花崽,3,噜啦噜啦嘞来了,7529,8
44,24,6.85809E+18,听姐姐的,3,期待金晨,7043,7
45,24,6.85902E+18,气场强大,3,万茜姐姐我来了,7025,2
46,24,6.86256E+18,,0,张含韵小姐姐加油！冲呀！?,7060,
47,24,6.85811E+18,听姐姐的,3,来了来了,7010,6
48,24,6.8581E+18,浪花崽,3,来了来了,8000,7
49,24,6.85809E+18,实力唱将,3,郁可唯团冲！！！！！！,8085,6
50,24,6.85809E+18,浪花崽,3,第一，打卡Hi~ o(*￣▽￣*)ブ,8915,4
51,24,6.85809E+18,,0,张含韵 妈妈来了,8912,4
52,24,6.86477E+18,气场强大,3,李四蛋冲啊！,8209,
53,24,6.85809E+18,跟班小弟,3,第一第一！！,8000,2
54,24,6.85809E+18,浪花崽,3,万崽我来了！！,9124,11
55,24,6.85809E+18,,0,白冰白冰！,9877,8
56,24,6.85809E+18,气场强大,3,金晨加油,9000,7
57,24,6.8581E+18,气场强大,3,万小茜，我来啦,9956,2
58,24,6.85809E+18,,0,来啦 第一第一,9000,4
59,24,6.85809E+18,,0,来啦来啦姐姐们加油,9358,
60,24,6.85809E+18,听姐姐的,3,吴昕加油！,10993,13
61,24,6.85817E+18,听姐姐的,3,来看希怡姐姐打碟了,10232,5
62,24,6.85809E+18,浪花崽,3,李四蛋我来了！！,10410,8
63,24,6.85846E+18,,0,宁静冲呀,10894,3
64,24,6.85916E+18,,0,来来来5哦5额5哦,10033,
65,24,6.85836E+18,,0,来咯健健康康,10000,1
66,24,6.85809E+18,,0,张雨绮妈妈爱你，妈妈来看你了,11196,9
67,24,6.8581E+18,太后驾到,3,四蛋呐~~妈妈爱你哟，加油！！！1,11485,7
68,24,6.85813E+18,气场强大,3,万茜宝宝我来啦,11832,5
69,24,6.85824E+18,听姐姐的,3,来了！,11098,3
70,24,6.85963E+18,,0,冰冰子我来啦,11000,1
71,24,6.85809E+18,,0,来了来了,11000,2
72,24,6.85811E+18,浪花崽,3,我又来看茜姐了,12313,8
73,24,6.8581E+18,浪花崽,3,开星开星,12000,5
74,24,6.85814E+18,跟班小弟,3,绮绮子 我来了,12000,2
75,24,6.85809E+18,说唱bro,3,哇哦准时哦,12073,4
76,24,6.85969E+18,,0,雨绮,12430,
77,24,6.85914E+18,,0,等着立坤回来,12521,
78,24,6.85819E+18,听姐姐的,3,啊啊啊啦啦啦啦,13000,2
79,24,6.85809E+18,浪花崽,3,没人吗,13691,5
80,24,6.85809E+18,,0,哈哈第一就是我,13929,2
81,24,6.85863E+18,,0,进度条非常满意,13000,1
82,24,6.85809E+18,,0,777签到,13000,2
83,24,6.85841E+18,,0,看看奖学金,13160,
84,24,6.8581E+18,实力唱将,3,韵韵子冲鸭,14000,11
85,24,6.85809E+18,,0,李斯丹妮我来了,14135,7
86,24,6.85965E+18,听姐姐的,3,啊啊啊啊啊，李斯丹妮，超爱,14120,
87,24,6.8581E+18,气场强大,3,来了来了,14515,3
88,24,6.85812E+18,气场强大,3,来看姐姐们了,14000,1
89,24,6.85822E+18,,0,这期好看，二刷,14132,
90,24,6.85809E+18,,0,来看李斯丹妮,15000,6
91,24,6.85823E+18,实力唱将,3,第一，来了哟！！！,15421,4
92,24,6.85856E+18,,0,啊啊啊啊 姐姐们 我来了,15000,1
93,24,6.85809E+18,,0,准时更新,15000,4
94,24,6.85809E+18,,0,来了,15000,2
95,24,6.85826E+18,气场强大,3,呦呦，切克闹,15985,1
96,24,6.85809E+18,,0,趁着没人，姐姐们都是我的,16242,4
97,24,6.85809E+18,,0,黄龄我来了,16492,4
98,24,6.85809E+18,,0,徐畅！！！,16049,3
99,24,6.86343E+18,,0,王霏霏我来了,16298,
100,24,6.86001E+18,,0,也没演上次公演谁淘汰了啊,16000,
101,24,6.85809E+18,,0,没有人,16000,2
102,24,6.85809E+18,跟班小弟,3,张雨绮给我冲！拿出你的霸气来！,17000,11
103,24,6.85812E+18,太后驾到,3,来咯,17000,4
104,24,6.85811E+18,最强舞担,3,表白金晨,17815,3
105,24,6.85845E+18,浪花崽,3,冲鸭！,17811,2
106,24,6.8595E+18,,0,来了来了,17016,1
107,24,6.86007E+18,,0,我来了 姐妹们,17000,
108,24,6.85819E+18,气场强大,3,来了,18916,4
109,24,6.85809E+18,,0,第一！,18012,3
110,24,6.85819E+18,,0,冲呀,18000,1
111,24,6.85809E+18,,0,无限可能,18482,1
112,24,6.85918E+18,,0,来了来了,18875,
113,24,6.85809E+18,,0,第一,18000,1
114,24,6.85809E+18,,0,来了看大喜,19060,6
115,24,6.85809E+18,说唱bro,3,霏霏来看你咯 昕昕子加油,19384,5
116,24,6.85839E+18,,0,服了,19157,
117,24,6.8582E+18,,0,来了,19007,1
118,24,6.85854E+18,,0,李斯丹妮冲！,19000,
119,24,6.85809E+18,,0,挺准时,19040,1
120,24,6.85809E+18,,0,好准时,20276,2
121,24,6.85955E+18,,0,想你的好的好的好的好好的,20040,1
122,24,6.85809E+18,,0,准时报到！,20170,2
123,24,6.85918E+18,,0,静静子和琦琦子是我看节目的动力,20032,1
124,24,6.86044E+18,,0,看我莫莫莫哦哦哦哦哦哦,20000,
125,24,6.85828E+18,,0,静静子,20731,1
126,24,6.85809E+18,气场强大,3,李斯丹妮姐姐我来啦,21026,7
127,24,6.85809E+18,,0,万茜！,21000,16
128,24,6.85838E+18,,0,打卡看姐姐??♀?来了,21000,1
129,24,6.85809E+18,,0,第一,21010,2
