,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
0,8,6690976526466785723,,4,王漫妮 : 第一次这么前面,24,2
1,8,6690976532061987287,,6,王漫妮 : 开心,21,0
2,8,6690976566224557975,Sunny💕,0, 早早早呀哈哈哈,21,0
3,8,6690976721031164403,宁宁,0, 秒到,24,1
4,8,6690976843307693640,刘傲娇✨,5,王漫妮 : gogo,22,2
5,8,6690976888636513431,,0,王漫妮 : 早早早呀哈哈哈,22,0
6,8,6690976940415196512,,1,王漫妮 : 漫妮妈妈来了,23,2
7,8,6690976973486323160,,0,来了来了！,23,4
8,8,6690976989874159796,,0, 第一,23,1
9,8,6690976640777351335,,0, 就喜欢腾讯的不守时,24,1
10,8,6690977006735567178,,0,  来了,22,0
11,8,6690976905191476315,,0,就喜欢腾讯的不守时！,22,0
12,8,6690977031972703833,,2,顾佳 :  前排,20,1
13,8,6690976972010924225,,0,就喜欢腾讯的不准时[厉害],24,2
14,8,6690977051853695483,可有可无的影子,0, 早啊,23,0
15,8,6690977065555490662,,0, 来早了诶,20,1
16,8,6690977159969258296,,0,  高贵妃打卡,21,0
17,8,6690977167883909978,,0,来呀！来啊,20,1
18,8,6690977169226793842,,0,来来来,22,0
19,8,6690977316262626075,,0, 第一名,24,0
20,8,6690977459573596314,,0, 哇前排,22,0
21,8,6690977481672031545,,0,  朱叶飞快来,24,0
22,8,6690977496370189925,,0,  来了,23,0
23,8,6690977344027556593,水云间,0,  喜欢腾讯的不守时,21,0
24,8,6690977617966281383,,0, 来啦来啦,21,0
25,8,6690977653895400228,,0, 前排前排，提前更新真好,24,0
26,8,6690979144462268634,丶忆180°Îǒv,0, 太好看了,22,0
27,8,6690979366732022803,,0, 早上好啊大家,21,0
28,8,6690980950391849072,゛夏小翊 ╮,0, 我来了 前排 好久没追剧啦,20,0
29,8,6690990618878441158,W花花and小R冉de小幸福🌸  🌸,0, 第一第一,21,0
30,8,6690990623971286518,W花花and小R冉de小幸福🌸  🌸,0, 提前了,23,0
31,8,6690993673703274617,,0, 。。。。,22,0
32,8,6691037862399509995,,0,  哦哦哦哦,21,0
33,8,6691133581014012485,,0, 。,23,0
34,8,6690976544913033675,,4,王漫妮 : 51,27,1
35,8,6690976547047934419,,4,王漫妮 : 就喜欢腾讯的不准时,26,4
36,8,6690976636356198288,,6,王漫妮 : 我是第九嘿嘿嘿,28,2
37,8,6690976701780269479,花开,0, 没人哎,28,0
38,8,6690976708948335047,,0, 来了来了,26,2
39,8,6690976776040156481,"い我颠覆世界,只为你摆正",0,  来了,28,0
40,8,6690976803377919393,,0,王漫妮 : 来了,26,0
41,8,6690976871980666582,,1,钟晓芹 : 好早啊各位,25,2
42,8,6690976902933919527,,0, 早早早,25,0
43,8,6690976903517638483,,0,我来啦！,26,0
44,8,6690976909602862913,,0, 来了来了好剧必须火啊,28,3
45,8,6690976938246786294,,0,hi,27,0
46,8,6690977039596582382,快乐没道理,0, 好棒,25,1
47,8,6690977104382162959,,0, 第四个,26,0
48,8,6690977161379516648,星星,0, 贵妇们我来了,28,0
49,8,6690977000796127465,,0, 就喜欢腾讯不准时,28,0
50,8,6690977303796137364,,0, 就喜欢腾讯的不守时,26,0
51,8,6690977580411495034,橘子有点甜🍊,0,王漫妮 : 第一第一,28,0
52,8,6690977948062201878,微微💋,0,来了❤️❤️❤️,25,0
53,8,6690986018793312128,杨瑞,0,  6666666,25,0
54,8,6690988955426820775,松松🌸 🌸,0, 来啦,27,0
55,8,6690988966800817053,田蜜,0,好久好久没追剧了，太爱这部剧了,27,2
56,8,6691117820371473576,,5,王漫妮 : 来了,29,2
57,8,6691159567583651988,,0,那,29,0
58,8,6691273237348233615,流泪的鱼,0,  来啦来啦各位有钱人。 顾学堂开课了,26,0
59,8,6690976457586572501,你是我的贵人,5,第一哈哈哈哈哈,0,9
60,8,6690976480824378836,,2,第一,0,12
61,8,6690976502701859155,寂寞海,0,第一名,0,15
62,8,6690976510100310345,hard to beat,1,王漫妮 : 第一,4,0
63,8,6690976511584403100,,4,第一第一,0,4
64,8,6690976515757374908,,1,来了来了,2,1
65,8,6690976546258714408,,5,打个头镇,0,1
66,8,6690976550105892579,,5,来啦,0,1
67,8,6690976551406117421,,0, 我来了！,4,2
68,8,6690976559110042027,,3,打卡,0,0
69,8,6690976568387862402,,5,王者第一,0,1
70,8,6690976678405413187,无限未来,2,第一，9.51,3,3
71,8,6690976685359614191,,0, 1,3,0
72,8,6690976706100402618,,0,我来了,2,1
73,8,6690976746818741565,,0, 来了来了,2,0
74,8,6690976760033981685,,0,来了,3,0
75,8,6690976874429429429,,0,来了！,2,0
76,8,6690976880750261340,,3,1,1,0
77,8,6690977415591823199,,0,李倩你在看吗,2,1
78,8,6690977844807536175,ClaireTONG,0, 求鞋子品牌,4,2
79,8,6690979080521109332,贝贝黎,0,  等一天了,3,2
80,8,6690982711776178321,小胡子男人,0,顾家太温柔了，可盐可甜，能屈能伸。,4,5
81,8,6690983537102303819,霞,0, 第一,2,0
82,8,6690996440074265799,,0,，,4,0
83,8,6691116454227988457,💋 十三姨,0, 在,3,0
84,8,6691123406210365493,,0, 漫妮，我来了,4,1
85,8,6691134900465237617,张_,0, 来了,2,0
86,8,6691136318640430595,小吴,0, ！！！,2,0
87,8,6691206336375623110,,0, 弹幕大军第一,1,1
88,8,6691351158554338057,,0,  顾佳 顾佳 冲啊,3,0
89,8,6691371631546400408,艾玛呀,0, 根本,1,0
90,8,6691374701681775411,,0,😎ི,1,0
91,8,6691376491768779897,ㅤㅤㅤ,0, :,4,0
92,8,6691379260802145758,救赎,0, 哦哟,3,0
93,8,6691564213526262315,,6,哦,1,0
94,8,6691576473376534755,,0, 哦吼,3,0
95,8,6690976483382894844,,4,王漫妮 : 早早早呀哈哈哈,14,2
96,8,6690976496376858124,,0, 第一,14,0
97,8,6690976499043073403,,6,王漫妮 : 第一个,13,5
98,8,6690976556128868204,hard to beat,1,王漫妮 : 姐妹们，来了,10,4
