,episodes,comment_id,oper_name,vip_degree,content,time_point,up_count
0,10,6691339556383867223,,5,1,27,0
1,10,6691340141707381348,沉尘,2,王漫妮 : 来了来了,28,1
2,10,6691340663373931124,,5,钟晓芹 :  第一来了,29,1
3,10,6691340707249533722,,2,哈哈哈哈来了,26,0
4,10,6691340998716925826,,0, 每天等更新,27,3
5,10,6691341502062767900,life记得,5,顾佳 :  我来啦,25,2
6,10,6691342077399648040,我爱JSY,0, 鹅是迫不及待要更新啊[6周年],25,2
7,10,6691343779070678514,ミ S.℡麥田垨朢者,0,  管它第几，就是单纯的发个弹幕,29,1
8,10,6691353368162661057,慧,0, 来了,28,0
9,10,6691364647308818470,@WAndy,0, 来了来了我来了,27,0
10,10,6691364759409981863,@WAndy,0, 爱么么哒,27,0
11,10,6691339499914951467,,3,来啦～,24,1
12,10,6691340053945720423,沉尘,2,来了,21,1
13,10,6691340485907381740,,0,  来咯,24,0
14,10,6691340509995629115,,0,  管它第几，就是单纯的发个弹幕,21,5
15,10,6691340633414025669,,0, diyi,24,1
16,10,6691340953736904827,糖醋排骨,0, 来啦来啦,24,1
17,10,6691341121059223496,小小张💕,0,准点,24,0
18,10,6691342158461597471,,0,  第一次这样守点追剧,24,0
19,10,6691342447444949910,,3,顾佳 : [鸡腿]加油,22,0
20,10,6691344359804662496,Amanda,1,顾佳 :  来了、佳佳子,20,2
21,10,6691345015772839075,brandon,0,我来啦我来啦,21,0
22,10,6691347710755748976,,0, 来了,24,0
23,10,6691348970250370751,,0, 我来啦,22,0
24,10,6691366994681768018,鏾场魡拥抱乀,3,冲冲冲冲！,23,0
25,10,6691370912044271335,,0,真正适合咱女人看的剧,20,0
26,10,6691463686327399388,离不开的是友谊,0, 我爱孙坤博,22,0
27,10,6691474769764133294,搞笑孙瓜皮,0, 第一！！,22,0
28,10,6691514093435109187,是风,0, 早上好,22,0
29,10,6691519600058147384,Fanny,0,王漫妮 : 第一,21,0
30,10,6691542082747119840,,0,  来了,21,0
31,10,6691614187585733933,秀ꦿོDr.ꦿོ,0, 杨博 我爱你,24,0
32,10,6691661198087660156,花落君独醉,0, 来了,22,0
33,10,6691339428687280683,,3,Zzy第一,18,0
34,10,6691339603938878004,,4,王漫妮 :  来了来了,17,0
35,10,6691339641728201093,吃瓜少女,1,第一,19,0
36,10,6691339829235918249,超爱番茄呢👈,0, 我来啦,17,2
37,10,6691340043957761928,,4,王漫妮 : 爷来了,16,3
